Asset ID,Title,Thumbnail URL,Downloads,Downloads/Month,Creator,Creator ID,Category,Media Type,Content Type,Premium,Dimensions,Creation Date,Keywords,Adobe Stock URL
1877416364,"A modern home office setup features a triple monitor workstation on a wooden desk next to a sunlit window with a view of nature",https://t4.ftcdn.net/jpg/18/77/41/63/360_F_1877416364_euVNuZWk1pVnqIA1GulHNl5rEYgLEXNx.jpg,2,1.7,"Bussakon",210518839,"Technology",Illustration,image/jpeg,Standard,5824 x 3264,15 Jan 2026,"multi, monitor, setup, desk, bright, screen, keyboard, mouse, chair, window, plant, pot, wood, natural, indoor, office, workspace, technology, equipment, computer, display, input, furniture, seat, view, sunlight, lighting, home, interior, modern, professional, productive, work, study, digital, coding, programming, development, software, application, organised, clean, functional, ergonomic, comfortable, nature, green, tree, beige",https://stock.adobe.com/stock-photo/id/1877416364
1883023115,"Deliciously roasted chicken breast expertly sliced and garnished with fresh rosemary served on a rustic plate",https://t4.ftcdn.net/jpg/18/83/02/31/360_F_1883023115_v879RybNQJuEjyVEPrxeArio9eTcs5e5.jpg,3,3,"Bussakon",210518839,"Food",Photo,image/jpeg,Standard,5824 x 3264,20 Jan 2026,"sliced, roasted, chicken, breast, rosemary, rustic, plate, meat, poultry, cooked, grilled, seasoned, herb, garnish, meal, dish, food, cookery, epicure, delicious, savoury, protein, dinner, lunch, accessing, main, course, juicy, gold, brown, crispy, tender, succulent, fresh, green, woody, ceramic, surface, background, table, wood, texture, closeup, detail, presentation, serving, appetising, healthy",https://stock.adobe.com/stock-photo/id/1883023115
1892724719,"A detailed underwater ro view of a glistening ribbed limpet shell on a rocky seabed with algae",https://t4.ftcdn.net/jpg/18/92/72/47/360_F_1892724719_WxdMZeHBPITj0seImQMjToZT456RJbJD.jpg,1,1,"Bussakon",210518839,"Animals",Photo,image/jpeg,Standard,5824 x 3264,28 Jan 2026,"shell, mollusc, marin, sea, ocean, creature, animal, invertebrate, gastropod, underwater, ocean floor, reef, rock, nature, aquatic, water, floor, environment, ecosystem, coastal, ribbed, textured, brown, orange, patterned, wet, glistening, organic, natural, wildlife, detail, closeup, history, biology, life, serene, tranquil, bottom, surface, algae, small, tiny, solitary, hard, protective, home",https://stock.adobe.com/stock-photo/id/1892724719
1873047433,"A diverse group of people attend a business presentation or meeting in a modern indoor setting",https://t3.ftcdn.net/jpg/18/73/04/74/360_F_1873047433_OkYmrNar02DIS7rIIPCEwMYqKIeXkLEu.jpg,2,1.6,"Bussakon",210518839,"Lifestyle",Photo,image/jpeg,Standard,5824 x 3264,11 Jan 2026,"audience, presentation, meeting, learning, business, people, speaker, discussion, conference, seminar, lecture, education, training, indoor, room, office, corporate, work, group, listening, watching, presenter, screen, sharpened, attention, engagement, professional, modern, seated, view, curly, hair, man, woman, diverse, light, interior, session, event, gathering, development, insight, cognition, communication, team, adult, workshop, strategy, information",https://stock.adobe.com/stock-photo/id/1873047433
1890915406,"A concrete beam suspended by chains is lifted by a construction crane",https://t3.ftcdn.net/jpg/18/90/91/54/360_F_1890915406_GBL8kyeYIf3ffSkQn4KTHEPViun5Toix.jpg,2,2,"Bussakon",210518839,"Industry",Photo,image/jpeg,Standard,5824 x 3264,27 Jan 2026,"construction, crane, beam, concrete, lifting, industry, site, building, material, heavy, work, infrastructure, engineering, project, structure, chain, metal, equipment, outdoors, sky, cloud, blue, daylight, urban, development, foundation, support, logistic, delivery, process, industrial, steel, rigging, hoist, suspension, architecture, activity, civil",https://stock.adobe.com/stock-photo/id/1890915406
1894198148,"Industrial pipeline emitting steam showcasing heavy industry infrastructure and energy production processes",https://t4.ftcdn.net/jpg/18/94/19/81/360_F_1894198148_bEpSKOSPeTKcE5gXNDKFFrET9QQ4JP8J.jpg,1,1,"Bussakon",210518839,"Industry",Photo,image/jpeg,Standard,5824 x 3264,29 Jan 2026,"pipeline, industrial, steam, heat, factory, energy, manufacturing, infrastructure, transport, metal, pipe, conduit, system, plant, facility, structure, steel, material, component, connection, joint, bolt, flange, vapour, haze, hot, flowing, pressure, processing, production, active, working, generating, sky, background, setting, complex, equipment, technology, modern, exterior, power, oil, gas, chemical, refinery, thermal, distribution",https://stock.adobe.com/stock-photo/id/1894198148
1891167955,"A row of weathered wooden support brackets is affixed to a grey concrete wall at an outdoor construction site",https://t4.ftcdn.net/jpg/18/91/16/79/360_F_1891167955_qA42JxYzHPVrcaHCAvN0eCOwhNOufvof.jpg,1,1,"Bussakon",210518839,"Industry",Photo,image/jpeg,Standard,5824 x 3264,27 Jan 2026,"wooden, support, bracket, concrete, wall, construction, site, row, weathered, structure, industry, building, material, element, fixture, project, frame, carpenter's shop, development, framework, assembly, temporary, component, reinforcement, hardware, material, wood, beam, plank, timber, formwork, setting, architectural, planning, design, outdoors, daytime, rough, textured, orange, brown, grey, industrial, work, infrastructure, stage, process, raw, equipment",https://stock.adobe.com/stock-photo/id/1891167955
1901960294,"A person wearing a cap sits in front of a bright computer screen in a dimly lit room",https://t3.ftcdn.net/jpg/19/01/96/02/360_F_1901960294_7WDm6cL0SRfJaJbsgKnxEIuB3avpsgNV.jpg,1,1,"Bussakon",210518839,"People",Photo,image/jpeg,Standard,5824 x 3264,5 Feb 2026,"person, cap, computer, screen, bright, lit, room, sitting, front, silhouette, back, head, shoulder, clothing, focused, individual, user, desk, office, workstation, interior, dark, shadow, night time, blind, window, plant, speaker, working, browsing, using, concentrating, technology, digital, online, connected, solitude, quiet, contemplation, thinking, private, alone, glow, light, blue",https://stock.adobe.com/stock-photo/id/1901960294
1893841578,"A dramatic beam of light illuminates a swirling cloud of dust and dirt on a concrete floor in a dark interior",https://t4.ftcdn.net/jpg/18/93/84/15/360_F_1893841578_fXLwEEAtXcYSIq8w8HUydBwD3uX1ROWh.jpg,1,1,"Bussakon",210518839,"Industry",Photo,image/jpeg,Standard,5824 x 3264,29 Jan 2026,"dust, cloud, air, floor, concrete, dancing, over, light, beam, sunlight, interior, dark, gritty, particle, motion, movement, spreaded, illuminated, ground, rough, texture, natural, atmosphere, suspended, airborne, drift, haze, smoky, misty, dusty, dirt, earth, brown, gold, warm, bright, contrast, dramatic, abstract, atmospheric, forgotten, abandoned, old, empty, space, room, structure, illumination, dry",https://stock.adobe.com/stock-photo/id/1893841578
1891141759,"Close up view of a thick grey rope safety net with bright yellow bindings secured to an outdoor construction structure",https://t4.ftcdn.net/jpg/18/91/14/17/360_F_1891141759_3f1bonSCvFSJbUWym7Fdy2aIbhSxtYmx.jpg,2,2,"Bussakon",210518839,"Industry",Photo,image/jpeg,Standard,5824 x 3264,27 Jan 2026,"rope, safety, net, yellow, binding, construction, closeup, detail, mesh, cable, knot, threaded, texture, strong, tied, secured, grid, pattern, fiber, cord, structure, support, urban, weathered, surface, rough, hard-wearing, thick, security, material, twisted, woven, suspended, background, blurred, architecture, abstract, manufactured, engineering, utility, connection, metallic, grey",https://stock.adobe.com/stock-photo/id/1891141759
